codid: 1000002
atmid,1,1,1,6,6,6,8,8,8,8,8,8,8,38,-3,-2,-1
atmid,8,8,8,14,20,12,-3,-2,-1
0,5.311457E+00,4.059080E+00,1.382232E+00,2.800609E+00,2.945904E+00,8.001866E+00,5.138500E+00,8.675200E+00,9.539100E+00
-1,8.955936E+00,7.092916E+00,8.692327E+00,7.248371E+00,1.029853E+01,1.270477E+01,1.195603E+01,1.289393E+01,
-2,1.000503E+01,7.290087E+00,7.991580E+00,8.292959E+00,6.159593E+00,1.501394E+00,1.008282E+01,,
-3,3.389340E+00,5.920584E+00,4.874895E+00,5.436640E+00,4.677653E+00,8.788171E+00,,,
12,8.853880E+00,6.589102E+00,7.258814E+00,7.593084E+00,5.247021E+00,,,,
20,5.007797E+00,3.377137E+00,2.320715E+00,3.312133E+00,,,,,
14,3.842359E+00,1.581147E+00,1.576632E+00,,,,,,
8,4.382817E+00,2.697613E+00,,,,,,,
8,3.990363E+00,,,,,,,,
codid: 1000015
atmid,8,8,8,14,20,12,-3,-2,-1
0,5.308540E+00,4.052554E+00,1.379270E+00,2.796794E+00,2.942765E+00,7.988260E+00,5.130600E+00,8.658700E+00,9.527000E+00
-1,8.937836E+00,7.082362E+00,8.681490E+00,7.240198E+00,1.028478E+01,1.268578E+01,1.193729E+01,1.287388E+01,
-2,9.982532E+00,7.276165E+00,7.979142E+00,8.275251E+00,6.145520E+00,1.498133E+00,1.006460E+01,,
-3,3.390224E+00,5.912181E+00,4.864729E+00,5.426648E+00,4.671338E+00,8.773473E+00,,,
12,8.834636E+00,6.578105E+00,7.248919E+00,7.577905E+00,5.236089E+00,,,,
20,5.001653E+00,3.372351E+00,2.319913E+00,3.305902E+00,,,,,
14,3.835924E+00,1.576360E+00,1.573914E+00,,,,,,
8,4.376973E+00,2.694521E+00,,,,,,,
8,3.981906E+00,,,,,,,,
codid: 1000016
atmid,8,8,8,14,20,12,-3,-2,-1
0,5.305470E+00,4.052858E+00,1.379356E+00,2.793927E+00,2.938234E+00,7.976896E+00,5.124600E+00,8.644900E+00,9.516400E+00
-1,8.919166E+00,7.076631E+00,8.669096E+00,7.231574E+00,1.027228E+01,1.266954E+01,1.192148E+01,1.285676E+01,
-2,9.969189E+00,7.261240E+00,7.964663E+00,8.261967E+00,6.135924E+00,1.495542E+00,1.004967E+01,,
-3,3.393232E+00,5.903263E+00,4.861723E+00,5.419706E+00,4.665189E+00,8.761372E+00,,,
12,8.824375E+00,6.564509E+00,7.237311E+00,7.566875E+00,5.229127E+00,,,,
20,4.998755E+00,3.367981E+00,2.316481E+00,3.301177E+00,,,,,
14,3.830362E+00,1.580274E+00,1.570364E+00,,,,,,
8,4.375147E+00,2.693743E+00,,,,,,,
8,3.972999E+00,,,,,,,,
codid: 1000017
atmid,13,8,-3,-2,-1
0,4.576097E+00,4.632193E+00,1.299400E+01,4.760600E+00,4.760600E+00
-1,6.603331E+00,3.560858E+00,1.383862E+01,8.245601E+00,
-2,6.603331E+00,7.735692E+00,1.383862E+01,,
-3,8.417903E+00,1.028976E+01,,,
8,3.559069E+00,,,,
codid: 1000022
atmid,8,8,20,22,-3,-2,-1
0,2.231288E+00,3.618727E+00,1.919861E+00,2.720000E+00,7.639000E+00,5.440000E+00,5.380000E+00
-1,4.141577E+00,2.996546E+00,5.679361E+00,6.028499E+00,9.343378E+00,7.651013E+00,
-2,4.180787E+00,6.606186E+00,5.583225E+00,2.720000E+00,9.378055E+00,,
-3,7.679826E+00,6.501718E+00,5.732628E+00,8.108805E+00,,,
22,1.957144E+00,4.579306E+00,3.167133E+00,,,,
20,2.618971E+00,3.050648E+00,,,,,
8,2.771850E+00,,,,,,
codid: 1000023
atmid,8,8,8,8,8,8,8,8,8,8,8,8,15,15,15,29,26,29,26,-3,-2,-1
0,3.387056E+00,2.218792E+00,5.763557E+00,3.863750E+00,4.545549E+00,1.916418E+00,4.314298E+00,4.585480E+00,3.339720E+00,3.937160E+00,4.457484E+00,2.368970E+00,3.297857E+00,3.359614E+00,3.391927E+00,0.000000E+00,4.503186E+00,3.524530E+00,3.564101E+00,6.255500E+00,9.327500E+00,7.929600E+00
-1,8.543090E+00,6.674519E+00,1.068137E+01,1.078123E+01,1.233712E+01,9.466075E+00,1.121365E+01,7.045386E+00,6.958568E+00,8.191053E+00,1.197461E+01,8.933628E+00,7.083318E+00,8.228228E+00,1.095055E+01,7.929600E+00,1.000479E+01,1.077817E+01,5.592940E+00,1.099810E+01,1.379249E+01,
-2,1.248587E+01,1.083334E+01,1.445388E+01,5.966823E+00,8.010044E+00,1.005317E+01,1.224977E+01,1.318246E+01,8.909769E+00,6.437488E+00,1.064796E+01,7.822425E+00,1.235779E+01,7.547735E+00,1.071037E+01,9.327500E+00,1.342429E+01,7.277200E+00,1.052357E+01,1.267138E+01,,
-3,4.800131E+00,5.276443E+00,4.732734E+00,7.918300E+00,6.847727E+00,5.116796E+00,5.647275E+00,4.606829E+00,5.683467E+00,7.511908E+00,4.800933E+00,5.589761E+00,5.163058E+00,6.006338E+00,5.441927E+00,6.255500E+00,5.836807E+00,6.029835E+00,5.840136E+00,,,
26,4.430072E+00,1.979233E+00,6.711942E+00,6.358587E+00,7.352242E+00,4.636395E+00,6.807908E+00,3.319488E+00,1.799952E+00,4.087006E+00,6.827104E+00,3.807463E+00,3.225272E+00,3.274550E+00,6.194939E+00,3.564101E+00,6.269257E+00,5.668402E+00,,,,
29,5.705228E+00,4.956202E+00,7.285819E+00,1.976595E+00,2.048832E+00,3.157349E+00,5.254814E+00,6.915255E+00,4.319650E+00,3.724805E+00,3.541424E+00,1.892523E+00,6.061288E+00,3.132697E+00,3.714760E+00,3.524530E+00,6.527076E+00,,,,,
26,1.890452E+00,4.344002E+00,1.999989E+00,7.506328E+00,6.462489E+00,3.432315E+00,2.046587E+00,4.224727E+00,6.831039E+00,8.246819E+00,4.288089E+00,6.082953E+00,3.259091E+00,7.232736E+00,3.217954E+00,4.503186E+00,,,,,,
29,3.387056E+00,2.218792E+00,5.763557E+00,3.863750E+00,4.545549E+00,1.916418E+00,4.314298E+00,4.585480E+00,3.339720E+00,3.937160E+00,4.457484E+00,2.368970E+00,3.297857E+00,3.359614E+00,3.391927E+00,,,,,,,
15,3.353928E+00,4.462514E+00,4.222175E+00,4.789076E+00,3.260816E+00,1.604484E+00,1.562174E+00,5.610870E+00,5.854976E+00,6.471354E+00,1.567260E+00,4.060788E+00,4.516505E+00,5.554788E+00,,,,,,,,
15,5.713054E+00,3.707637E+00,7.838376E+00,3.739291E+00,5.147039E+00,4.177163E+00,6.796358E+00,5.753949E+00,1.528885E+00,1.508306E+00,5.754195E+00,1.561429E+00,5.258251E+00,,,,,,,,,
15,1.508019E+00,1.632498E+00,3.786482E+00,7.003829E+00,6.991668E+00,3.413761E+00,4.422106E+00,1.557451E+00,4.307902E+00,6.286673E+00,5.461333E+00,4.737461E+00,,,,,,,,,,
8,4.813635E+00,3.369467E+00,6.837434E+00,2.829870E+00,3.754621E+00,2.789463E+00,5.392946E+00,5.516988E+00,2.483526E+00,2.511803E+00,4.319965E+00,,,,,,,,,,,
8,4.316786E+00,5.327405E+00,4.677381E+00,5.023571E+00,2.899427E+00,2.618820E+00,2.511576E+00,6.257919E+00,6.230594E+00,6.797906E+00,,,,,,,,,,,,
8,6.812118E+00,4.667756E+00,9.080329E+00,3.521698E+00,5.632871E+00,5.122151E+00,7.780610E+00,6.922526E+00,2.533058E+00,,,,,,,,,,,,,
8,5.098928E+00,2.771758E+00,7.318518E+00,5.023098E+00,6.221594E+00,4.323756E+00,6.830779E+00,4.589536E+00,,,,,,,,,,,,,,
8,2.550851E+00,2.537082E+00,4.014443E+00,8.073267E+00,7.999905E+00,4.571719E+00,5.449841E+00,,,,,,,,,,,,,,,
8,2.984020E+00,4.913324E+00,3.083309E+00,6.303747E+00,4.731674E+00,2.665636E+00,,,,,,,,,,,,,,,,
8,2.704507E+00,2.975263E+00,4.476086E+00,4.199182E+00,3.613812E+00,,,,,,,,,,,,,,,,,
8,6.232005E+00,6.230842E+00,7.333822E+00,2.741109E+00,,,,,,,,,,,,,,,,,,
8,6.789548E+00,5.760282E+00,8.638632E+00,,,,,,,,,,,,,,,,,,,
8,2.574019E+00,5.045309E+00,,,,,,,,,,,,,,,,,,,,
8,2.579232E+00,,,,,,,,,,,,,,,,,,,,,
codid: 1000024
atmid,8,8,8,8,31,64,64,-3,-2,-1
0,4.280086E+00,1.069308E+00,3.271295E+00,3.313493E+00,2.196391E+00,4.981255E+00,3.232609E+00,5.481160E+00,1.128090E+01,8.992800E+00
-1,9.959397E+00,9.056151E+00,6.074816E+00,8.171894E+00,9.257137E+00,1.028024E+01,7.750605E+00,1.053155E+01,1.442668E+01,
-2,9.703882E+00,1.076712E+01,1.160394E+01,8.619928E+00,9.084509E+00,7.164748E+00,1.052100E+01,1.254200E+01,,
-3,2.940280E+00,4.599145E+00,5.252199E+00,5.479650E+00,5.904850E+00,5.535998E+00,3.694178E+00,,,
64,2.359301E+00,2.405427E+00,2.087753E+00,2.210435E+00,3.164441E+00,3.708518E+00,,,,
64,2.604031E+00,4.120352E+00,5.376147E+00,2.461006E+00,3.165967E+00,,,,,
31,3.623983E+00,1.881325E+00,3.857628E+00,1.831739E+00,,,,,,
8,3.019161E+00,2.674613E+00,3.157177E+00,,,,,,,
8,4.433296E+00,3.079793E+00,,,,,,,,
8,3.211012E+00,,,,,,,,,
codid: 1000025
atmid,28,28,57,-3,-2,-1
0,3.202488E+00,2.894113E+00,0.000000E+00,3.987300E+00,5.012500E+00,5.012500E+00
-1,3.202488E+00,5.788226E+00,5.012500E+00,6.404976E+00,8.681905E+00,
-2,6.924136E+00,2.893679E+00,5.012500E+00,6.404976E+00,,
-3,3.202488E+00,4.926911E+00,3.987300E+00,,,
57,3.202488E+00,2.894113E+00,,,,
28,4.316605E+00,,,,,
codid: 1000026
atmid,5,12,-3,-2,-1
0,2.505116E+00,0.000000E+00,3.523000E+00,3.085000E+00,3.085000E+00
-1,3.974139E+00,3.085000E+00,4.682815E+00,5.343377E+00,
-2,2.504926E+00,3.085000E+00,4.682815E+00,,
-3,2.505116E+00,3.523000E+00,,,
12,2.505116E+00,,,,
codid: 1000027
atmid,8,8,16,12,-3,-2,-1
0,4.252737E+00,2.011491E+00,3.342798E+00,0.000000E+00,6.506000E+00,7.893000E+00,5.182000E+00
-1,5.613585E+00,5.558707E+00,6.166638E+00,5.182000E+00,8.317521E+00,9.442064E+00,
-2,4.671588E+00,5.932607E+00,5.231840E+00,7.893000E+00,1.022876E+01,,
-3,6.264965E+00,6.426101E+00,5.686679E+00,6.506000E+00,,,
12,4.252737E+00,2.011491E+00,3.342798E+00,,,,
16,1.517008E+00,1.557291E+00,,,,,
8,2.494325E+00,,,,,,
codid: 1000029
atmid,8,7,8,7,8,7,8,7,13,14,13,14,39,-3,-2,-1
0,2.871757E+00,2.871757E+00,2.909925E+00,2.909925E+00,5.858787E+00,5.858787E+00,0.000000E+00,0.000000E+00,1.751630E+00,1.751630E+00,3.898410E+00,3.898410E+00,4.726768E+00,5.707570E+00,7.829270E+00,7.829270E+00
-1,7.040862E+00,7.040862E+00,4.947582E+00,4.947582E+00,9.779007E+00,9.779007E+00,7.829270E+00,7.829270E+00,7.679689E+00,7.679689E+00,4.376219E+00,4.376219E+00,9.145815E+00,9.688851E+00,1.356069E+01,
-2,7.091609E+00,7.091609E+00,9.836070E+00,9.836070E+00,5.858264E+00,5.858264E+00,7.829270E+00,7.829270E+00,6.615869E+00,6.615869E+00,9.881122E+00,9.881122E+00,4.726119E+00,9.688851E+00,,
-3,4.979536E+00,4.979536E+00,6.431935E+00,6.431935E+00,4.935283E+00,4.935283E+00,5.707570E+00,5.707570E+00,5.959384E+00,5.959384E+00,5.822064E+00,5.822064E+00,6.257135E+00,,,
39,2.686649E+00,2.686649E+00,5.812442E+00,5.812442E+00,2.345811E+00,2.345811E+00,4.726768E+00,4.726768E+00,3.138766E+00,3.138766E+00,5.400364E+00,5.400364E+00,,,,
14,2.880061E+00,2.880061E+00,1.705080E+00,1.705080E+00,5.953429E+00,5.953429E+00,3.898410E+00,3.898410E+00,3.716228E+00,3.716228E+00,0.000000E+00,,,,,
13,2.880061E+00,2.880061E+00,1.705080E+00,1.705080E+00,5.953429E+00,5.953429E+00,3.898410E+00,3.898410E+00,3.716228E+00,3.716228E+00,,,,,,
14,1.731825E+00,1.731825E+00,3.262739E+00,3.262739E+00,4.667049E+00,4.667049E+00,1.751630E+00,1.751630E+00,0.000000E+00,,,,,,,
13,1.731825E+00,1.731825E+00,3.262739E+00,3.262739E+00,4.667049E+00,4.667049E+00,1.751630E+00,1.751630E+00,,,,,,,,
7,2.871757E+00,2.871757E+00,2.909925E+00,2.909925E+00,5.858787E+00,5.858787E+00,0.000000E+00,,,,,,,,,
8,2.871757E+00,2.871757E+00,2.909925E+00,2.909925E+00,5.858787E+00,5.858787E+00,,,,,,,,,,
7,3.551591E+00,3.551591E+00,6.775059E+00,6.775059E+00,0.000000E+00,,,,,,,,,,,
8,3.551591E+00,3.551591E+00,6.775059E+00,6.775059E+00,,,,,,,,,,,,
7,3.285983E+00,3.285983E+00,0.000000E+00,,,,,,,,,,,,,
8,3.285983E+00,3.285983E+00,,,,,,,,,,,,,,
7,0.000000E+00,,,,,,,,,,,,,,,
codid: 1000030
atmid,8,8,8,8,29,29,56,39,-3,-2,-1
0,1.850665E+00,4.813336E+00,4.813784E+00,1.942740E+00,4.147756E+00,0.000000E+00,3.469996E+00,6.445843E+00,1.168349E+01,3.885480E+00,3.820300E+00
-1,4.244956E+00,6.145152E+00,4.813784E+00,4.285899E+00,5.639022E+00,3.820300E+00,3.469996E+00,6.445843E+00,1.229222E+01,5.449004E+00,
-2,4.303709E+00,4.813336E+00,6.186232E+00,1.942740E+00,5.683382E+00,3.885480E+00,3.469996E+00,6.445843E+00,1.231263E+01,,
-3,9.832825E+00,7.534407E+00,7.511831E+00,1.184391E+01,7.535734E+00,1.168349E+01,9.916172E+00,6.445843E+00,,,
39,4.832353E+00,2.390856E+00,2.408244E+00,6.146109E+00,3.208194E+00,6.445843E+00,3.692801E+00,,,,
56,2.740781E+00,2.955217E+00,2.987554E+00,2.875176E+00,3.379077E+00,3.469996E+00,,,,,
29,1.850665E+00,4.813336E+00,4.813784E+00,1.942740E+00,4.147756E+00,,,,,,
29,2.297091E+00,1.959548E+00,1.929253E+00,4.580187E+00,,,,,,,
8,2.683132E+00,4.403858E+00,5.191026E+00,,,,,,,,
8,3.200446E+00,2.724542E+00,,,,,,,,,
8,3.208276E+00,,,,,,,,,,
codid: 1000032
atmid,8,13,-3,-2,-1
0,3.561854E+00,4.576530E+00,1.299560E+01,4.760500E+00,4.760500E+00
-1,4.631304E+00,6.603559E+00,1.384009E+01,8.245428E+00,
-2,6.503788E+00,6.603559E+00,1.384009E+01,,
-3,9.855436E+00,8.419070E+00,,,
13,1.973337E+00,,,,
codid: 1000033
atmid,8,8,6,56,-3,-2,-1
0,6.574964E+00,8.144869E+00,6.883567E+00,6.247311E+00,6.428400E+00,8.895800E+00,5.312600E+00
-1,6.746575E+00,8.969434E+00,7.841897E+00,7.289770E+00,8.339547E+00,1.036142E+01,
-2,3.758218E+00,1.690143E+00,2.589975E+00,7.230114E+00,1.097541E+01,,
-3,9.543779E+00,1.072006E+01,9.767413E+00,4.238130E+00,,,
56,5.970065E+00,6.924209E+00,6.169255E+00,,,,
6,1.289100E+00,1.282630E+00,,,,,
8,2.230520E+00,,,,,,
codid: 1000037
atmid,8,8,8,16,56,-3,-2,-1
0,6.861281E+00,4.993401E+00,6.678567E+00,5.805467E+00,2.414607E+00,7.153000E+00,5.458000E+00,8.884000E+00
-1,7.741204E+00,7.312558E+00,5.544722E+00,6.606668E+00,7.457647E+00,1.140574E+01,1.042666E+01,
-2,4.366107E+00,3.168465E+00,5.450538E+00,4.336885E+00,4.552495E+00,8.997509E+00,,
-3,8.099325E+00,8.416022E+00,9.214181E+00,8.079773E+00,6.388837E+00,,,
56,4.593239E+00,3.075511E+00,4.518428E+00,3.540082E+00,,,,
16,1.517969E+00,1.447980E+00,1.471811E+00,,,,,
8,2.453761E+00,2.418108E+00,,,,,,
8,2.425998E+00,,,,,,,
codid: 1000038
atmid,1,14,13,19,26,12,8,8,8,8,-3,-2,-1
0,5.610420E+00,2.746355E+00,2.746355E+00,4.629000E+00,5.111000E+00,5.976953E+00,6.098614E+00,4.227665E+00,3.099101E+00,1.704900E+00,1.022200E+01,9.258000E+00,5.345000E+00
