codid: 1000002
atmid,1,1,1,6,6,6,8,8,8,8,8,8,8,38,-3,-2,-1
-2,7.976624E+00,7.310697E+00,6.398637E+00,7.946879E+00,5.560392E+00,7.366866E+00,9.697048E+00,7.914030E+00,8.461693E+00,7.253581E+00,2.510241E+00,6.131560E+00,6.632203E+00,8.258622E+00,6.384941E+00,5.920131E+00,1.243302E+01,,
-3,7.247717E+00,7.994116E+00,7.927900E+00,6.290607E+00,7.331596E+00,5.538788E+00,1.134923E+01,9.403544E+00,9.827724E+00,1.158597E+01,1.098309E+01,1.017054E+01,6.666956E+00,1.050270E+01,8.753446E+00,1.215408E+01,,,
51,5.378343E+00,7.675616E+00,4.377886E+00,6.771776E+00,6.278459E+00,6.765480E+00,4.246138E+00,3.510132E+00,4.329718E+00,1.961409E+00,3.844832E+00,3.752080E+00,5.902670E+00,3.257173E+00,3.543795E+00,,,,
51,1.961155E+00,6.232645E+00,1.947124E+00,4.341504E+00,4.153851E+00,3.500563E+00,4.592079E+00,1.997954E+00,3.902185E+00,3.653835E+00,3.919649E+00,3.869883E+00,3.234682E+00,3.314113E+00,,,,,
14,4.217928E+00,6.884677E+00,3.500953E+00,5.230368E+00,6.115066E+00,5.878926E+00,1.565145E+00,1.645362E+00,1.630662E+00,1.624699E+00,5.962209E+00,3.356363E+00,5.051805E+00,,,,,,
14,3.332366E+00,3.432117E+00,1.643864E+00,1.608884E+00,1.606770E+00,1.625812E+00,6.451073E+00,4.263758E+00,4.451208E+00,5.527532E+00,4.866366E+00,3.728410E+00,,,,,,,
19,5.222381E+00,4.199828E+00,2.726266E+00,3.969547E+00,3.986224E+00,5.220795E+00,4.790258E+00,3.872789E+00,2.690784E+00,2.952189E+00,4.445692E+00,,,,,,,,
19,5.618638E+00,6.465573E+00,4.250268E+00,6.265410E+00,4.316731E+00,5.561230E+00,7.390896E+00,5.457188E+00,6.347571E+00,5.135666E+00,,,,,,,,,
8,5.130094E+00,7.037387E+00,3.932992E+00,5.948167E+00,6.219560E+00,6.543613E+00,2.644207E+00,2.697813E+00,2.592931E+00,,,,,,,,,,
8,4.568311E+00,5.674849E+00,3.196576E+00,4.195866E+00,5.514980E+00,5.520392E+00,2.620378E+00,2.605853E+00,,,,,,,,,,,
8,2.647797E+00,6.831818E+00,2.758426E+00,4.744656E+00,5.470790E+00,4.712723E+00,2.664395E+00,,,,,,,,,,,,
8,5.162064E+00,8.241535E+00,4.960337E+00,6.464485E+00,7.618054E+00,7.134704E+00,,,,,,,,,,,,,
8,2.813240E+00,4.740193E+00,2.688010E+00,2.590777E+00,2.633114E+00,,,,,,,,,,,,,,
8,4.656305E+00,2.908814E+00,2.730132E+00,2.683168E+00,,,,,,,,,,,,,,,
8,4.136746E+00,2.897162E+00,2.545832E+00,,,,,,,,,,,,,,,,
8,2.711480E+00,4.340948E+00,,,,,,,,,,,,,,,,,
8,6.665161E+00,,,,,,,,,,,,,,,,,,
codid: 1000300
atmid,9,9,9,13,20,-3,-2,-1
0,9.465264E+00,8.433348E+00,6.228991E+00,0.000000E+00,3.887840E+00,7.349000E+00,6.317000E+00,8.712000E+00
-1,9.763574E+00,1.407342E+01,1.132468E+01,8.712000E+00,1.022563E+01,1.356848E+01,1.076120E+01,
-2,7.148939E+00,7.335584E+00,1.873180E+00,6.317000E+00,3.425113E+00,9.690835E+00,,
-3,9.486996E+00,4.535659E+00,8.111981E+00,7.349000E+00,6.489931E+00,,,
20,6.984961E+00,5.391101E+00,2.525537E+00,3.887840E+00,,,,
13,9.465264E+00,8.433348E+00,6.228991E+00,,,,,
9,6.413660E+00,5.465750E+00,,,,,,
9,7.178422E+00,,,,,,,
codid: 1000301
atmid,8,8,28,59,-3,-2,-1
0,4.207933E+00,3.283244E+00,2.707250E+00,5.699959E+00,7.620600E+00,5.375300E+00,5.414500E+00
-1,2.156153E+00,6.022756E+00,2.707250E+00,1.912951E+00,9.348281E+00,7.629591E+00,
-2,5.498118E+00,3.343416E+00,6.018559E+00,7.719583E+00,9.325631E+00,,
-3,8.460930E+00,6.310029E+00,8.087196E+00,7.843871E+00,,,
59,2.572487E+00,5.597813E+00,3.277996E+00,,,,
28,1.961797E+00,4.024604E+00,,,,,
8,4.074639E+00,,,,,,
codid: 1000302
atmid,8,8,28,59,-3,-2,-1
0,4.218717E+00,3.295898E+00,2.707700E+00,5.721857E+00,7.619200E+00,5.375500E+00,5.415400E+00
-1,2.143538E+00,5.987907E+00,2.707700E+00,1.911430E+00,9.347661E+00,7.630371E+00,
-2,5.508558E+00,3.341177E+00,6.018940E+00,7.742244E+00,9.324602E+00,,
-3,8.481572E+00,6.315778E+00,8.086028E+00,7.859119E+00,,,
59,2.593259E+00,5.584937E+00,3.296204E+00,,,,
28,1.965839E+00,4.003417E+00,,,,,
8,4.055829E+00,,,,,,
codid: 1000303
atmid,8,8,28,60,-3,-2,-1
0,4.155844E+00,3.290755E+00,2.694400E+00,5.685273E+00,7.612700E+00,5.384500E+00,5.388800E+00
-1,2.200518E+00,5.962635E+00,2.694400E+00,1.913287E+00,9.326970E+00,7.617874E+00,
-2,5.437812E+00,3.351860E+00,6.021016E+00,7.696329E+00,9.324486E+00,,
-3,8.448441E+00,6.309173E+00,8.075456E+00,7.829363E+00,,,
60,2.614123E+00,5.531166E+00,3.275928E+00,,,,
28,1.948555E+00,3.991397E+00,,,,,
8,3.978296E+00,,,,,,
codid: 1000304
atmid,8,8,28,62,-3,-2,-1
0,4.118464E+00,3.268754E+00,2.664150E+00,5.607975E+00,7.567500E+00,5.437400E+00,5.328300E+00
-1,2.220300E+00,5.803069E+00,2.664150E+00,1.913241E+00,9.255152E+00,7.612890E+00,
-2,5.425708E+00,3.433729E+00,6.054999E+00,7.614157E+00,9.318389E+00,,
-3,8.327644E+00,6.270429E+00,8.022765E+00,7.751317E+00,,,
62,2.513696E+00,5.307565E+00,3.233766E+00,,,,
28,1.961643E+00,3.883618E+00,,,,,
8,3.789154E+00,,,,,,
codid: 1000305
atmid,9,9,9,9,9,9,11,24,38,-3,-2,-1
0,9.469046E+00,4.606789E+00,5.523504E+00,1.043811E+01,1.165307E+01,7.892774E+00,1.044730E+01,8.324155E+00,1.220972E+01,9.585800E+00,9.293700E+00,5.567600E+00
-1,7.921058E+00,5.034195E+00,4.431187E+00,9.162067E+00,1.090790E+01,8.248098E+00,1.003117E+01,9.516473E+00,1.308572E+01,1.135103E+01,1.083379E+01,
-2,9.240061E+00,8.704918E+00,6.710962E+00,1.147250E+01,9.501344E+00,8.140579E+00,1.004864E+01,9.132249E+00,9.651384E+00,1.335142E+01,,
-3,8.237351E+00,6.936193E+00,1.017547E+01,6.626402E+00,8.693974E+00,6.276900E+00,6.626324E+00,4.713728E+00,7.770845E+00,,,
38,6.139420E+00,8.563102E+00,9.579815E+00,6.067880E+00,3.772500E+00,4.880116E+00,3.916660E+00,4.348691E+00,,,,
24,4.568449E+00,4.623696E+00,6.760398E+00,4.342783E+00,4.770451E+00,1.909999E+00,3.130850E+00,,,,,
11,2.740515E+00,6.037819E+00,7.317346E+00,2.224888E+00,2.154169E+00,2.698325E+00,,,,,,
9,2.967977E+00,3.761415E+00,5.180027E+00,3.766623E+00,3.929837E+00,,,,,,,
9,3.093319E+00,7.361450E+00,7.719336E+00,3.752911E+00,,,,,,,,
9,2.681423E+00,5.854995E+00,7.407123E+00,,,,,,,,,
9,5.334256E+00,3.450177E+00,,,,,,,,,,
9,5.008017E+00,,,,,,,,,,,
codid: 1000306
atmid,9,9,9,9,9,9,11,26,38,-3,-2,-1
0,6.335799E+00,9.125645E+00,3.180772E+00,5.952611E+00,1.954750E+00,4.643586E+00,6.081845E+00,1.325367E+00,8.710272E+00,1.038230E+01,9.310300E+00,5.405300E+00
-1,7.549495E+00,9.774600E+00,5.152015E+00,5.225451E+00,4.505506E+00,6.452984E+00,7.976055E+00,5.368206E+00,1.023632E+01,1.170510E+01,1.076564E+01,
-2,1.011143E+01,1.021050E+01,9.643772E+00,1.101680E+01,7.936622E+00,7.033804E+00,3.412200E+00,9.395864E+00,1.141671E+01,1.394539E+01,,
-3,4.633870E+00,4.402069E+00,7.533140E+00,6.524524E+00,1.006199E+01,7.800151E+00,1.126826E+01,9.074250E+00,2.529614E+00,,,
38,2.719874E+00,2.383132E+00,5.909738E+00,5.310938E+00,8.123161E+00,5.489209E+00,8.797090E+00,7.430663E+00,,,,
26,5.045899E+00,7.917190E+00,1.918317E+00,4.807143E+00,1.942725E+00,3.779294E+00,6.025098E+00,,,,,
11,7.088879E+00,7.929387E+00,6.247733E+00,7.872235E+00,4.648686E+00,3.809255E+00,,,,,,
9,3.353840E+00,5.035039E+00,2.992578E+00,4.349063E+00,3.281664E+00,,,,,,,
9,5.593189E+00,8.044704E+00,2.757800E+00,5.114042E+00,,,,,,,,
9,2.919404E+00,5.237540E+00,2.967058E+00,,,,,,,,,
9,3.337282E+00,6.287781E+00,,,,,,,,,,
9,3.130762E+00,,,,,,,,,,,
codid: 7206029
atmid,1,7,1,6,1,6,1,1,6,1,1,6,6,6,6,1,6,1,7,6,6,6,16,16,16,16,16,16,6,6,7,6,6,8,8,-3,-2,-1
0,6.005826E+00,6.021605E+00,8.072983E+00,7.211633E+00,8.033198E+00,7.189767E+00,7.414975E+00,6.100945E+00,6.453068E+00,7.331539E+00,6.976995E+00,6.574512E+00,4.206636E+00,3.797045E+00,3.914240E+00,4.273788E+00,3.476528E+00,5.906656E+00,5.970979E+00,5.144420E+00,1.961622E+00,2.153223E+00,5.826252E+00,5.248023E+00,2.284012E+00,3.446522E+00,2.620047E+00,3.151813E+00,6.192892E+00,6.112238E+00,7.211368E+00,6.636532E+00,6.086966E+00,6.465882E+00,6.359488E+00,1.057200E+01,1.046700E+01,9.762000E+00
-1,6.360589E+00,6.194943E+00,5.352959E+00,5.658025E+00,6.077273E+00,6.032151E+00,1.587623E+01,1.475101E+01,1.512721E+01,1.661400E+01,1.608211E+01,1.577563E+01,1.286120E+01,7.766305E+00,1.325095E+01,8.167226E+00,8.335378E+00,7.324157E+00,6.737009E+00,6.821550E+00,9.775235E+00,1.087542E+01,1.392613E+01,1.482675E+01,9.658370E+00,1.124433E+01,1.221031E+01,8.541924E+00,1.025830E+01,1.030120E+01,9.672022E+00,9.836517E+00,9.508624E+00,9.903746E+00,8.381903E+00,1.712261E+01,1.677622E+01,
-2,1.066218E+01,1.060359E+01,1.191276E+01,1.129860E+01,1.170759E+01,1.118629E+01,1.179151E+01,1.186935E+01,1.121521E+01,1.104586E+01,9.674922E+00,1.039180E+01,9.582199E+00,9.442037E+00,9.337666E+00,9.329336E+00,9.160109E+00,1.029105E+01,1.040741E+01,1.004486E+01,8.921028E+00,8.925299E+00,1.039019E+01,9.839893E+00,8.872685E+00,9.519012E+00,8.934209E+00,9.549351E+00,1.031923E+01,8.200372E+00,1.290099E+01,1.173900E+01,9.722374E+00,7.896600E+00,1.049001E+01,1.515476E+01,,
-3,1.518482E+01,1.462541E+01,1.613742E+01,1.516936E+01,1.446885E+01,1.424824E+01,4.445954E+00,5.389243E+00,5.240344E+00,6.583166E+00,6.688664E+00,6.514159E+00,7.078357E+00,1.247700E+01,7.967668E+00,1.405569E+01,1.305715E+01,1.218150E+01,1.304478E+01,1.331283E+01,1.057764E+01,9.447594E+00,5.433387E+00,8.010818E+00,1.217798E+01,7.912121E+00,9.597238E+00,1.072706E+01,8.638428E+00,1.058950E+01,8.263630E+00,8.350001E+00,1.001162E+01,1.182657E+01,1.089098E+01,,,
8,5.731431E+00,4.814615E+00,5.664849E+00,4.773822E+00,3.667803E+00,3.590436E+00,9.599563E+00,9.123299E+00,9.003943E+00,1.064012E+01,9.564124E+00,9.659070E+00,6.684985E+00,4.034493E+00,7.582256E+00,6.025282E+00,5.354809E+00,1.690647E+00,2.685146E+00,3.692296E+00,4.965021E+00,5.531979E+00,7.303080E+00,9.311135E+00,6.168764E+00,5.001602E+00,7.279661E+00,3.325023E+00,2.340687E+00,2.394312E+00,3.569904E+00,2.782493E+00,1.242532E+00,2.698011E+00,,,,
8,5.424908E+00,4.693671E+00,5.803907E+00,4.932784E+00,4.452903E+00,4.121109E+00,9.767238E+00,9.405745E+00,9.100882E+00,1.035351E+01,9.062502E+00,9.356371E+00,6.605248E+00,3.748157E+00,7.234904E+00,5.261992E+00,4.711269E+00,2.672359E+00,3.188196E+00,3.663323E+00,4.592427E+00,5.214291E+00,7.452523E+00,8.860187E+00,5.472198E+00,5.158019E+00,6.742363E+00,3.539369E+00,3.642522E+00,1.243383E+00,5.872087E+00,4.817468E+00,2.380117E+00,,,,,
6,6.360889E+00,5.524235E+00,6.625484E+00,5.691595E+00,4.778021E+00,4.605551E+00,8.581325E+00,8.222141E+00,8.010558E+00,9.617413E+00,8.468786E+00,8.630465E+00,5.739915E+00,4.250452E+00,6.697913E+00,6.228012E+00,5.450793E+00,2.562409E+00,3.531489E+00,4.281652E+00,4.563474E+00,4.883731E+00,6.268040E+00,8.390872E+00,5.962206E+00,4.157605E+00,6.579267E+00,3.193715E+00,1.416497E+00,1.540149E+00,3.500742E+00,2.439109E+00,,,,,,
6,8.040491E+00,7.213134E+00,8.221081E+00,7.324971E+00,6.228437E+00,6.193933E+00,7.844670E+00,7.534975E+00,7.445306E+00,9.352510E+00,8.433600E+00,8.444760E+00,5.735159E+00,5.869606E+00,6.931761E+00,7.909986E+00,7.046665E+00,4.280276E+00,5.231036E+00,5.991270E+00,5.681980E+00,5.644699E+00,5.765952E+00,8.522367E+00,7.294564E+00,4.360356E+00,7.228318E+00,4.449154E+00,1.422851E+00,3.844569E+00,1.163250E+00,,,,,,,
7,8.646848E+00,7.815579E+00,8.686794E+00,7.842432E+00,6.661951E+00,6.707814E+00,8.255016E+00,7.916776E+00,7.922031E+00,9.908892E+00,9.121943E+00,9.050839E+00,6.444651E+00,6.624924E+00,7.651364E+00,8.655602E+00,7.811378E+00,4.975697E+00,5.869921E+00,6.667370E+00,6.499323E+00,6.456856E+00,6.351108E+00,9.189298E+00,8.079196E+00,5.151944E+00,7.994235E+00,5.246620E+00,2.585763E+00,4.966729E+00,,,,,,,,
6,6.188132E+00,5.450388E+00,6.690480E+00,5.763112E+00,5.152024E+00,4.852740E+00,8.666067E+00,8.374055E+00,8.047383E+00,9.409977E+00,8.123277E+00,8.410762E+00,5.656724E+00,4.070098E+00,6.441438E+00,5.791754E+00,5.069392E+00,2.997690E+00,3.755776E+00,4.250170E+00,4.296934E+00,4.642237E+00,6.344837E+00,8.074988E+00,5.523984E+00,4.233205E+00,6.206527E+00,3.289257E+00,2.540729E+00,,,,,,,,,
6,7.524189E+00,6.724986E+00,7.893264E+00,6.952012E+00,6.007967E+00,5.866717E+00,7.540047E+00,7.286843E+00,7.067700E+00,8.821840E+00,7.732904E+00,7.864052E+00,5.097093E+00,5.198394E+00,6.239325E+00,7.191461E+00,6.319369E+00,3.801140E+00,4.772707E+00,5.439064E+00,4.907281E+00,4.869962E+00,5.299178E+00,7.863964E+00,6.524465E+00,3.680715E+00,6.469724E+00,3.783436E+00,,,,,,,,,,
16,4.491344E+00,4.029373E+00,5.895553E+00,4.912518E+00,5.228708E+00,4.495247E+00,8.273153E+00,7.389884E+00,7.438187E+00,8.737858E+00,7.875531E+00,7.793701E+00,4.798879E+00,1.755344E+00,5.220702E+00,3.597537E+00,2.655239E+00,2.856346E+00,3.138377E+00,2.758745E+00,1.761255E+00,2.708447E+00,6.093177E+00,6.933642E+00,2.957849E+00,3.150401E+00,4.383513E+00,,,,,,,,,,,
16,7.762957E+00,7.733291E+00,9.830870E+00,8.915389E+00,9.552865E+00,8.755502E+00,5.745804E+00,4.667186E+00,4.751996E+00,5.187836E+00,4.681029E+00,4.417079E+00,2.672318E+00,5.292538E+00,1.766652E+00,5.727685E+00,4.922152E+00,7.173916E+00,7.426083E+00,6.720570E+00,2.748943E+00,1.755972E+00,4.382346E+00,2.950863E+00,3.349360E+00,2.956317E+00,,,,,,,,,,,,
16,7.571318E+00,7.168302E+00,9.016158E+00,8.022801E+00,8.021108E+00,7.442139E+00,5.132448E+00,4.386383E+00,4.323344E+00,5.776498E+00,4.924096E+00,4.817104E+00,1.758148E+00,4.779213E+00,2.657108E+00,6.194095E+00,5.200562E+00,5.475034E+00,6.069679E+00,5.888501E+00,2.711860E+00,1.754144E+00,2.957235E+00,4.364105E+00,4.400831E+00,,,,,,,,,,,,,
16,4.562777E+00,4.738938E+00,6.867998E+00,6.058117E+00,7.200101E+00,6.261687E+00,8.827945E+00,7.729524E+00,7.854546E+00,8.524006E+00,7.866141E+00,7.708381E+00,5.328431E+00,2.651994E+00,4.965073E+00,2.404496E+00,1.731603E+00,5.310730E+00,5.138917E+00,4.049217E+00,1.761600E+00,2.770843E+00,7.029522E+00,6.295548E+00,,,,,,,,,,,,,,
16,1.068234E+01,1.058819E+01,1.264875E+01,1.170189E+01,1.209931E+01,1.139118E+01,3.634877E+00,2.845308E+00,2.776674E+00,2.329473E+00,2.329098E+00,1.803486E+00,2.793759E+00,8.109460E+00,1.746649E+00,8.669751E+00,7.855124E+00,9.597323E+00,1.002146E+01,9.489501E+00,5.527372E+00,4.257611E+00,3.518981E+00,,,,,,,,,,,,,,,
16,1.052057E+01,1.010587E+01,1.190509E+01,1.090646E+01,1.069127E+01,1.021837E+01,2.336384E+00,2.336137E+00,1.808769E+00,3.630161E+00,2.833077E+00,2.769793E+00,1.750076E+00,7.723824E+00,2.796100E+00,9.044175E+00,8.068373E+00,8.154431E+00,8.867108E+00,8.808332E+00,5.513218E+00,4.266739E+00,,,,,,,,,,,,,,,,
6,6.581182E+00,6.382866E+00,8.411079E+00,7.455604E+00,7.904961E+00,7.157365E+00,6.170491E+00,5.195707E+00,5.231866E+00,6.213044E+00,5.462690E+00,5.308216E+00,2.601372E+00,3.894032E+00,2.597883E+00,4.848495E+00,3.902419E+00,5.470317E+00,5.799424E+00,5.243812E+00,1.350879E+00,,,,,,,,,,,,,,,,,
6,5.232608E+00,5.067163E+00,7.128128E+00,6.192820E+00,6.830534E+00,6.014013E+00,7.494135E+00,6.497610E+00,6.565750E+00,7.550981E+00,6.781756E+00,6.652494E+00,3.914626E+00,2.587030E+00,3.924145E+00,3.546587E+00,2.576465E+00,4.537977E+00,4.698881E+00,3.987736E+00,,,,,,,,,,,,,,,,,,
6,2.089521E+00,1.342552E+00,3.176371E+00,2.212714E+00,3.181128E+00,2.217724E+00,1.102014E+01,1.014068E+01,1.018532E+01,1.140907E+01,1.049306E+01,1.046586E+01,7.518434E+00,1.453775E+00,7.830968E+00,2.720858E+00,2.489429E+00,2.083821E+00,1.338706E+00,,,,,,,,,,,,,,,,,,,
7,3.128751E+00,2.163549E+00,3.160037E+00,2.189021E+00,2.133326E+00,1.380690E+00,1.114514E+01,1.039046E+01,1.038514E+01,1.177163E+01,1.078169E+01,1.080232E+01,7.784204E+00,2.495554E+00,8.304835E+00,4.043326E+00,3.726117E+00,1.000587E+00,,,,,,,,,,,,,,,,,,,,
1,4.062487E+00,3.128913E+00,4.095422E+00,3.153584E+00,2.556069E+00,2.123283E+00,1.045365E+01,9.787565E+00,9.741835E+00,1.121577E+01,1.018945E+01,1.023653E+01,7.207013E+00,2.806577E+00,7.859686E+00,4.638789E+00,4.136948E+00,,,,,,,,,,,,,,,,,,,,,
6,2.867311E+00,3.022709E+00,5.146321E+00,4.359450E+00,5.664187E+00,4.690085E+00,1.006768E+01,9.036880E+00,9.132112E+00,1.000327E+01,9.227183E+00,9.131845E+00,6.484003E+00,1.353373E+00,6.383529E+00,9.999917E-01,,,,,,,,,,,,,,,,,,,,,,
1,2.329808E+00,2.787442E+00,4.802207E+00,4.158254E+00,5.756577E+00,4.760403E+00,1.101868E+01,9.971040E+00,1.007332E+01,1.086471E+01,1.010082E+01,1.001226E+01,7.439533E+00,2.055385E+00,7.266848E+00,,,,,,,,,,,,,,,,,,,,,,,
6,9.146950E+00,8.977623E+00,1.100326E+01,1.004193E+01,1.036979E+01,9.679229E+00,3.998386E+00,3.073370E+00,3.014265E+00,3.630496E+00,3.065606E+00,2.766076E+00,1.351365E+00,6.488341E+00,,,,,,,,,,,,,,,,,,,,,,,,
6,2.799369E+00,2.489607E+00,4.544822E+00,3.623426E+00,4.553683E+00,3.631136E+00,9.863767E+00,8.923362E+00,8.985472E+00,1.009980E+01,9.239161E+00,9.176550E+00,6.304042E+00,,,,,,,,,,,,,,,,,,,,,,,,,
6,9.073405E+00,8.760591E+00,1.067910E+01,9.691291E+00,9.757504E+00,9.162433E+00,3.604159E+00,2.893151E+00,2.712794E+00,4.020291E+00,3.232699E+00,3.059594E+00,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.187948E+01,1.166196E+01,1.364091E+01,1.266232E+01,1.278870E+01,1.218270E+01,2.073733E+00,2.073166E+00,1.518554E+00,1.000125E+00,1.000268E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.195168E+01,1.170408E+01,1.365262E+01,1.267112E+01,1.273537E+01,1.215522E+01,2.441408E+00,2.873896E+00,2.072161E+00,1.615411E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.277687E+01,1.258867E+01,1.458528E+01,1.361099E+01,1.376656E+01,1.315223E+01,2.287798E+00,2.442410E+00,2.071987E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1.174375E+01,1.143334E+01,1.332844E+01,1.233860E+01,1.228691E+01,1.175204E+01,9.998588E-01,9.999094E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.163348E+01,1.135705E+01,1.326595E+01,1.228823E+01,1.230761E+01,1.174827E+01,1.616128E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1.263804E+01,1.228979E+01,1.414157E+01,1.314732E+01,1.298772E+01,1.250065E+01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,3.163435E+00,2.200207E+00,2.096497E+00,1.344682E+00,1.000022E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,4.105313E+00,3.171191E+00,2.530633E+00,2.100210E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.125708E+00,1.381254E+00,1.000177E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,2.555644E+00,2.130944E+00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,9.996198E-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
codid: 1000311
atmid,8,8,28,59,-3,-2,-1
0,4.184801E+00,3.288394E+00,2.707750E+00,5.712089E+00,7.616400E+00,5.388400E+00,5.415500E+00
-1,2.172520E+00,6.000987E+00,2.707750E+00,1.912620E+00,9.345437E+00,7.639535E+00,
-2,5.492882E+00,3.353961E+00,6.030486E+00,7.729962E+00,9.329759E+00,,
-3,8.438376E+00,6.310175E+00,8.083406E+00,7.850652E+00,,,
59,2.580573E+00,5.580792E+00,3.288028E+00,,,,
28,1.945325E+00,4.010085E+00,,,,,
8,4.027013E+00,,,,,,
codid: 1000312
atmid,8,8,28,59,-3,-2,-1
0,4.178007E+00,3.291404E+00,2.706650E+00,5.716092E+00,7.622700E+00,5.382800E+00,5.413300E+00
-1,2.176669E+00,6.004349E+00,2.706650E+00,1.913879E+00,9.349298E+00,7.634026E+00,
-2,5.482141E+00,3.347270E+00,6.024989E+00,7.730776E+00,9.331671E+00,,
-3,8.445781E+00,6.315546E+00,8.088975E+00,7.856621E+00,,,
59,2.593865E+00,5.590144E+00,3.292775E+00,,,,
28,1.941871E+00,4.014576E+00,,,,,
8,4.027314E+00,,,,,,
codid: 1000313
atmid,8,8,28,59,-3,-2,-1
0,4.183445E+00,3.286457E+00,2.705750E+00,5.710996E+00,7.616300E+00,5.376300E+00,5.411500E+00
-1,2.162100E+00,6.008045E+00,2.705750E+00,1.911354E+00,9.343038E+00,7.628167E+00,
-2,5.489837E+00,3.343137E+00,6.018778E+00,7.730259E+00,9.322694E+00,,
-3,8.448613E+00,6.309106E+00,8.082642E+00,7.849808E+00,,,
59,2.590122E+00,5.597192E+00,3.288358E+00,,,,
28,1.940840E+00,4.015921E+00,,,,,
8,4.046444E+00,,,,,,
codid: 1000314
atmid,8,8,28,59,-3,-2,-1
0,4.191485E+00,3.295907E+00,2.709650E+00,5.718348E+00,7.626300E+00,5.380100E+00,5.419300E+00
-1,2.159604E+00,6.027086E+00,2.709650E+00,1.913015E+00,9.355708E+00,7.636379E+00,
-2,5.500749E+00,3.337795E+00,6.023926E+00,7.745276E+00,9.333056E+00,,
-3,8.460280E+00,6.320066E+00,8.093371E+00,7.860008E+00,,,
59,2.593884E+00,5.620354E+00,3.292015E+00,,,,
28,1.942682E+00,4.031399E+00,,,,,
8,4.065997E+00,,,,,,
codid: 1000315
atmid,8,8,28,60,-3,-2,-1
0,4.139966E+00,3.284892E+00,2.691200E+00,5.681785E+00,7.606600E+00,5.386100E+00,5.382400E+00
-1,2.208872E+00,5.960310E+00,2.691200E+00,1.913137E+00,9.318293E+00,7.614480E+00,
-2,5.433306E+00,3.355664E+00,6.021016E+00,7.685361E+00,9.320431E+00,,
-3,8.397696E+00,6.302436E+00,8.068638E+00,7.823865E+00,,,
60,2.584727E+00,5.525819E+00,3.275489E+00,,,,
28,1.940789E+00,3.989405E+00,,,,,
8,3.951797E+00,,,,,,
codid: 1000316
atmid,8,8,28,60,-3,-2,-1
0,4.154608E+00,3.283014E+00,2.691800E+00,5.678760E+00,7.607800E+00,5.386300E+00,5.383600E+00
-1,2.204944E+00,5.969919E+00,2.691800E+00,1.912939E+00,9.319966E+00,7.615470E+00,
-2,5.438691E+00,3.355561E+00,6.021463E+00,7.687030E+00,9.321526E+00,,
-3,8.403860E+00,6.302182E+00,8.069970E+00,7.822252E+00,,,
60,2.579799E+00,5.534550E+00,3.272314E+00,,,,
28,1.953327E+00,3.995406E+00,,,,,
8,3.969860E+00,,,,,,
codid: 1000317
atmid,8,8,28,60,-3,-2,-1
0,4.140598E+00,3.274009E+00,2.693950E+00,5.702644E+00,7.605800E+00,5.379700E+00,5.387900E+00
-1,2.199104E+00,5.968787E+00,2.693950E+00,1.911347E+00,9.320819E+00,7.613845E+00,
-2,5.439601E+00,3.358660E+00,6.016522E+00,7.705683E+00,9.316081E+00,,
-3,8.411793E+00,6.296287E+00,8.068802E+00,7.838638E+00,,,
60,2.605761E+00,5.556613E+00,3.290795E+00,,,,
28,1.932081E+00,3.989412E+00,,,,,
8,3.972638E+00,,,,,,
codid: 1000318
atmid,8,8,28,60,-3,-2,-1
0,4.155619E+00,3.282579E+00,2.694550E+00,5.688091E+00,7.610100E+00,5.381600E+00,5.389100E+00
-1,2.186536E+00,5.979280E+00,2.694550E+00,1.911723E+00,9.325021E+00,7.616037E+00,
-2,5.456098E+00,3.351555E+00,6.018490E+00,7.702547E+00,9.320689E+00,,
-3,8.414542E+00,6.303343E+00,8.073055E+00,7.830147E+00,,,
60,2.584327E+00,5.556156E+00,3.277794E+00,,,,
28,1.940220E+00,4.000370E+00,,,,,
8,3.992736E+00,,,,,,
codid: 1000320
atmid,8,8,8,8,8,8,6,6,6,9,58,56,56,-3,-2,-1
0,1.157143E+01,6.170816E+00,5.202734E+00,6.437926E+00,9.094388E+00,2.779840E+00,5.229499E+00,5.648989E+00,9.424057E+00,1.222496E+01,1.027673E+01,6.259065E+00,2.291091E+00,6.638000E+00,5.097000E+00,1.336500E+01
-1,2.723463E+00,1.191763E+01,8.203079E+00,7.918452E+00,5.150015E+00,1.096942E+01,1.415562E+01,8.149960E+00,5.794034E+00,6.512981E+00,3.415372E+00,1.018134E+01,1.310074E+01,1.652064E+01,1.430394E+01,
